0:01:04.944673
Plot pollution (instant)
         3237028 function calls (3162394 primitive calls) in 70.773 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 linref.py:7(LinearRefBase)
        1    0.000    0.000    0.000    0.000 linref.py:13(ProjectOp)
        1    0.000    0.000    0.000    0.000 __future__.py:78(_Feature)
        5    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        1    0.000    0.000    0.000    0.000 polyutils.py:58(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:62(PolyError)
        1    0.000    0.000    0.000    0.000 sre_parse.py:287(seek)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        2    0.000    0.000    0.000    0.000 enum.py:537(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:59(_NoValueType)
        1    0.000    0.000    0.000    0.000 os.py:1067(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:698(__init__)
        3    0.000    0.000    0.000    0.000 {function FrozenList.__getitem__ at 0x7fe859073158}
        1    0.000    0.000    0.000    0.000 {method 'strip' of 'bytes' objects}
        5    0.000    0.000    0.000    0.000 {method 'is_dir' of 'posix.DirEntry' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {method 'weekday' of 'datetime.date' objects}
        2    0.000    0.000    0.000    0.000 {built-in method sys.getdefaultencoding}
        1    0.000    0.000    0.000    0.000 test_numexpr.py:300(test_numexpr2)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:571(Skip)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:729(test_uint32_int64)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:866(test_irregular_stride)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:932(test_threading)
        1    0.000    0.000    0.000    0.000 version.py:11(<module>)
        1    0.000    0.000    0.000    0.000 expressions.py:481(LeafNode)
        1    0.000    0.000    0.000    0.000 expressions.py:492(RawNode)
        1    0.000    0.000    0.000    0.000 expressions.py:528(OpNode)
        1    0.000    0.000    0.000    0.000 expressions.py:537(FuncNode)
        1    0.000    0.000    0.000    0.000 necompiler.py:259(Immediate)
        1    0.000    0.000    0.000    0.000 expressions.py:51(__init__)
        1    0.000    0.000    0.000    0.000 common.py:122(NeverRaised)
        1    0.000    0.000    0.000    0.000 common.py:397(Visitor)
        1    0.000    0.000    0.000    0.000 common.py:432(FNMatcher)
        1    0.000    0.000    0.000    0.000 apipkg.py:88(__docset)
        5    0.000    0.000    0.000    0.000 _strptime.py:222(<genexpr>)
        1    0.000    0.000    0.000    0.000 exceptions.py:6(FileNotFoundError)
        1    0.000    0.000    0.000    0.000 exceptions.py:9(FileStructureError)
        1    0.000    0.000    0.000    0.000 exceptions.py:12(MultipleValuesError)
        1    0.000    0.000    0.000    0.000 exceptions.py:15(OutcomeNotFoundError)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(ThresholdException)
        1    0.000    0.000    0.000    0.000 exceptions.py:4(FileNotFoundError)
        1    0.000    0.000    0.000    0.000 exceptions.py:7(SubstanceNotFoundError)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(ValueNotListedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:4(BGIncidenceRateError)
        1    0.000    0.000    0.000    0.000 exceptions.py:8(BGIncidenceRateNotFoundError)
        1    0.000    0.000    0.000    0.000 exceptions.py:12(CountryNotListedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:16(DuplicateError)
        1    0.000    0.000    0.000    0.000 inset_locator.py:120(AnchoredZoomLocator)
        1    0.000    0.000    0.000    0.000 axes_size.py:37(Add)
        1    0.000    0.000    0.000    0.000 axes_size.py:47(AddList)
        1    0.000    0.000    0.000    0.000 axes_size.py:57(Fixed)
        1    0.000    0.000    0.000    0.000 axes_size.py:68(Scaled)
        1    0.000    0.000    0.000    0.000 axes_size.py:116(AxesY)
        1    0.000    0.000    0.000    0.000 axes_size.py:174(MaxWidth)
        1    0.000    0.000    0.000    0.000 axes_size.py:221(Fraction)
        1    0.000    0.000    0.000    0.000 axes_divider.py:305(AxesLocator)
        1    0.000    0.000    0.000    0.000 axes_grid.py:37(CbarAxesBase)
        1    0.000    0.000    0.000    0.000 axes_grid.py:113(CbarAxes)
        1    0.000    0.000    0.000    0.000 units.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chronometer.py:901(PerformanceInfo)
        1    0.000    0.000    0.000    0.000 timer.py:212(TimerError)
        1    0.000    0.000    0.000    0.000 timer.py:218(AlreadyStoppedError)
        1    0.000    0.000    0.000    0.000 pynio_.py:13(NioArrayWrapper)
        1    0.000    0.000    0.000    0.000 h5netcdf_.py:18(H5NetCDFArrayWrapper)
        2    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 common.py:438(WritableCFDataStore)
        1    0.000    0.000    0.000    0.000 dataset.py:291(_LocIndexer)
        1    0.000    0.000    0.000    0.000 coordinates.py:255(LevelCoordinatesSource)
        1    0.000    0.000    0.000    0.000 markers.py:44(Node)
        1    0.000    0.000    0.000    0.000 markers.py:65(Value)
        1    0.000    0.000    0.000    0.000 markers.py:71(Op)
        1    0.000    0.000    0.000    0.000 markers.py:37(UndefinedEnvironmentName)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3192(WordEnd)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3420(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3847(OneOrMore)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3913(_NullToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4181(_ForwardNoRecurse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4185(TokenConverter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4323(Suppress)
        2    0.000    0.000    0.000    0.000 pyparsing.py:259(ParseFatalException)
        2    0.000    0.000    0.000    0.000 pyparsing.py:264(ParseSyntaxException)
        2    0.000    0.000    0.000    0.000 pyparsing.py:291(_ParseResultsWithOffset)
        4    0.000    0.000    0.000    0.000 pyparsing.py:643(<lambda>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1452(_FifoCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2357(Literal)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2934(CharsNotIn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3063(GoToColumn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3089(LineStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3119(LineEnd)
        1    0.000    0.000    0.000    0.000 specifiers.py:15(InvalidSpecifier)
        2    0.000    0.000    0.000    0.000 six.py:229(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:360(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:380(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:430(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 __init__.py:317(UnknownExtra)
        1    0.000    0.000    0.000    0.000 __init__.py:1478(EggProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1813(PathMetadata)
        1    0.000    0.000    0.000    0.000 __init__.py:1838(EggMetadata)
        4    0.000    0.000    0.000    0.000 __init__.py:1856(register_finder)
        1    0.000    0.000    0.000    0.000 __init__.py:2822(EggInfoDistribution)
        1    0.000    0.000    0.000    0.000 merge.py:34(MergeError)
        1    0.000    0.000    0.000    0.000 formatting.py:60(ReprMixin)
        1    0.000    0.000    0.000    0.000 indexing.py:378(VectorizedIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:417(ExplicitlyIndexed)
        1    0.000    0.000    0.000    0.000 indexing.py:421(ExplicitlyIndexedNDArrayMixin)
        1    0.000    0.000    0.000    0.000 indexing.py:727(IndexingSupport)
        1    0.000    0.000    0.000    0.000 dtypes.py:11(AlwaysGreaterThan)
        1    0.000    0.000    0.000    0.000 dtypes.py:45(AlwaysGreaterThan)
        1    0.000    0.000    0.000    0.000 dtypes.py:54(AlwaysLessThan)
        1    0.000    0.000    0.000    0.000 variable.py:33(MissingDimensionsError)
        1    0.000    0.000    0.000    0.000 rechunk.py:588(_PrettyBlocks)
        1    0.000    0.000    0.000    0.000 common.py:45(ImplementsDatasetReduce)
        1    0.000    0.000    0.000    0.000 pool.py:661(MapResult)
        1    0.000    0.000    0.000    0.000 pool.py:766(IMapUnorderedIterator)
        1    0.000    0.000    0.000    0.000 pool.py:53(RemoteTraceback)
        1    0.000    0.000    0.000    0.000 queue.py:13(Empty)
        1    0.000    0.000    0.000    0.000 queue.py:17(Full)
        1    0.000    0.000    0.000    0.000 queue.py:214(PriorityQueue)
        1    0.000    0.000    0.000    0.000 utils.py:463(ReprObject)
        1    0.000    0.000    0.000    0.000 compatibility.py:13(LZMAFile)
        1    0.000    0.000    0.000    0.000 general.py:86(get_project_name)
        1    0.000    0.000    0.000    0.000 __init__.py:619(Ecliptic)
        1    0.000    0.000    0.000    0.000 __init__.py:628(Galactic)
        1    0.000    0.000    0.000    0.000 <string>:2(Mercury)
        1    0.000    0.000    0.000    0.000 <string>:2(Venus)
        1    0.000    0.000    0.000    0.000 <string>:2(Jupiter)
        1    0.000    0.000    0.000    0.000 <string>:2(Neptune)
        1    0.000    0.000    0.000    0.000 <string>:2(Pluto)
        1    0.000    0.000    0.000    0.000 <string>:2(Sun)
        1    0.000    0.000    0.000    0.000 <string>:2(Phobos)
        1    0.000    0.000    0.000    0.000 <string>:2(Deimos)
        1    0.000    0.000    0.000    0.000 <string>:2(Io)
        1    0.000    0.000    0.000    0.000 <string>:2(Europa)
        1    0.000    0.000    0.000    0.000 <string>:2(Ganymede)
        1    0.000    0.000    0.000    0.000 <string>:2(Callisto)
        1    0.000    0.000    0.000    0.000 <string>:2(Enceladus)
        1    0.000    0.000    0.000    0.000 <string>:2(Dione)
        1    0.000    0.000    0.000    0.000 <string>:2(Iapetus)
        1    0.000    0.000    0.000    0.000 <string>:2(Umbriel)
        1    0.000    0.000    0.000    0.000 <string>:2(Titania)
        1    0.000    0.000    0.000    0.000 <string>:2(Oberon)
        1    0.000    0.000    0.000    0.000 <string>:2(Miranda)
        1    0.000    0.000    0.000    0.000 __init__.py:234(NeverUpError)
        1    0.000    0.000    0.000    0.000 __init__.py:235(AlwaysUpError)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:273(SHARPEN)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:282(SMOOTH)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:291(SMOOTH_MORE)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:25(MultibandFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:89(MedianFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:103(MinFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:131(ModeFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:149(GaussianBlur)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:163(BoxBlur)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:183(UnsharpMask)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:208(BLUR)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:228(DETAIL)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:237(EDGE_ENHANCE)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:246(EDGE_ENHANCE_MORE)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:255(EMBOSS)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:264(FIND_EDGES)
        1    0.000    0.000    0.000    0.000 <attrs generated init 04086fe7a0dcd26001b14ecc927a26dea5b1a981>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq 1a20acb7bdaff88e4639846832bfe57ffea2a3f7>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq d245e36dcbc4efaa4f8cfcfa4f16cdef670660fc>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash eb7718343b0c112a9259e20566d4159f20d6ead4>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init d245e36dcbc4efaa4f8cfcfa4f16cdef670660fc>:1(<module>)
        1    0.000    0.000    0.000    0.000 drivers.py:11(<module>)
        1    0.000    0.000    0.000    0.000 io.py:31(DatasetWriter)
        1    0.000    0.000    0.000    0.000 io.py:42(BufferedDatasetWriter)
        1    0.000    0.000    0.000    0.000 __init__.py:17(<module>)
        1    0.000    0.000    0.000    0.000 ElementTree.py:104(ParseError)
        1    0.000    0.000    0.000    0.000 <attrs generated eq f80ce9c8d138ad672b825eaed93cb354f6403266>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash 7a54b20973f01c272dc9f5bc437af93d366504da>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq 551506432df1c7d79acdb4f036f050ad5b6f1a08>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq 8ec4954f424e32acf0fb1a9082a179883e570f6f>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash 193bdb6d4c9e193dc3f0a91c81fd29c1b5946ae9>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init 1efd84d432e2d78d71c59496c18bb9fa75a7226b>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq cfe060c90785010b45770be483643b70a5e4c8c9>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash 68a535a14f1ac7ea207b30ecf873f116f4ed7ef6>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init cfe060c90785010b45770be483643b70a5e4c8c9>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq d2b41a26f000c4ea767d7d9f9477827ffb6856a9>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init d2b41a26f000c4ea767d7d9f9477827ffb6856a9>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash 31c7fa6632efa6316393d239594889074e206e14>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init 0a49602d7754723c243ce35fcf25f9034d313c4f>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq 8e8e608e7df5b28f2dacc860f4938ec795fbc89d>:1(<module>)
        1    0.000    0.000    0.000    0.000 path.py:31(Path)
        1    0.000    0.000    0.000    0.000 <attrs generated eq 80b65505e05a7d4ebace5f77a2b8716164eb8cbd>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq 04086fe7a0dcd26001b14ecc927a26dea5b1a981>:1(<module>)
        1    0.000    0.000    0.000    0.000 env.py:20(ThreadEnv)
        1    0.000    0.000    0.000    0.000 env.py:343(NullContextManager)
        1    0.000    0.000    0.000    0.000 exceptions.py:17(AttrsAttributeNotFoundError)
        1    0.000    0.000    0.000    0.000 exceptions.py:25(NotAnAttrsClassError)
        1    0.000    0.000    0.000    0.000 exceptions.py:33(DefaultAlreadySetError)
        1    0.000    0.000    0.000    0.000 exceptions.py:42(UnannotatedAttributeError)
        3    0.000    0.000    0.000    0.000 _make.py:512(make_unhashable)
        1    0.000    0.000    0.000    0.000 types.py:106(StringParamType)
        1    0.000    0.000    0.000    0.000 types.py:165(IntParamType)
        1    0.000    0.000    0.000    0.000 types.py:234(FloatParamType)
        1    0.000    0.000    0.000    0.000 exceptions.py:87(MissingParameter)
        1    0.000    0.000    0.000    0.000 exceptions.py:161(BadOptionUsage)
        1    0.000    0.000    0.000    0.000 exceptions.py:185(FileError)
        1    0.000    0.000    0.000    0.000 exceptions.py:200(Abort)
        1    0.000    0.000    0.000    0.000 coords.py:8(BoundingBox)
        1    0.000    0.000    0.000    0.000 errors.py:6(RasterioError)
        1    0.000    0.000    0.000    0.000 errors.py:24(DriverRegistrationError)
        1    0.000    0.000    0.000    0.000 errors.py:28(FileOverwriteError)
        1    0.000    0.000    0.000    0.000 errors.py:50(NotGeoreferencedWarning)
        1    0.000    0.000    0.000    0.000 errors.py:74(GDALVersionError)
        1    0.000    0.000    0.000    0.000 errors.py:83(RasterioDeprecationWarning)
        1    0.000    0.000    0.000    0.000 errors.py:87(RasterBlockError)
        1    0.000    0.000    0.000    0.000 errors.py:91(BandOverviewError)
        1    0.000    0.000    0.000    0.000 errors.py:95(WarpOptionsError)
        1    0.000    0.000    0.000    0.000 errors.py:99(UnsupportedOperation)
        1    0.000    0.000    0.000    0.000 configparser.py:180(NoSectionError)
        1    0.000    0.000    0.000    0.000 configparser.py:253(InterpolationError)
        1    0.000    0.000    0.000    0.000 configparser.py:283(InterpolationDepthError)
        1    0.000    0.000    0.000    0.000 configparser.py:339(MissingSectionHeaderError)
        1    0.000    0.000    0.000    0.000 _utils.py:102(RetryAgain)
        1    0.000    0.000    0.000    0.000 process_lock.py:245(_FcntlLock)
        1    0.000    0.000    0.000    0.000 __init__.py:59(TransformNotInvertibleError)
        1    0.000    0.000    0.000    0.000 __init__.py:63(UndefinedRotationError)
        1    0.000    0.000    0.000    0.000 __init__.py:167(identity)
        1    0.000    0.000    0.000    0.000 ops.py:178(ValidateOp)
        1    0.000    0.000    0.000    0.000 base.py:480(_CoordinateIndexer)
        1    0.000    0.000    0.000    0.000 index.py:895(PropertyHandle)
        1    0.000    0.000    0.000    0.000 core.py:6(RTreeError)
        1    0.000    0.000    0.000    0.000 testing.py:2326(TestSubDict)
        1    0.000    0.000    0.000    0.000 testing.py:2970(SubclassedCategorical)
        1    0.000    0.000    0.000    0.000 stata.py:482(ValueLabelTypeMismatch)
        1    0.000    0.000    0.000    0.000 stata.py:493(InvalidColumnName)
        1    0.000    0.000    0.000    0.000 sql.py:938(PandasSQL)
        1    0.000    0.000    0.000    0.000 pytables.py:4344(AppendableMultiSeriesTable)
        1    0.000    0.000    0.000    0.000 pytables.py:292(JointFilterBinOp)
        3    0.000    0.000    0.000    0.000 expr.py:218(disallow)
        1    0.000    0.000    0.000    0.000 expr.py:260(add_ops)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:144(Unpickler)
        1    0.000    0.000    0.000    0.000 pytables.py:120(IncompatibilityWarning)
        1    0.000    0.000    0.000    0.000 pytables.py:131(AttributeConflictWarning)
        1    0.000    0.000    0.000    0.000 pytables.py:1917(set_metadata)
        1    0.000    0.000    0.000    0.000 pytables.py:2827(LegacySeriesFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:2836(LegacyFrameFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:2883(SparseSeriesFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:3994(LegacyPanelTable)
        1    0.000    0.000    0.000    0.000 packers.py:753(Packer)
        1    0.000    0.000    0.000    0.000 packers.py:787(Iterator)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(UnpackException)
        1    0.000    0.000    0.000    0.000 exceptions.py:9(OutOfData)
        1    0.000    0.000    0.000    0.000 exceptions.py:27(PackException)
        1    0.000    0.000    0.000    0.000 exceptions.py:31(PackValueError)
        1    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _converter.py:179(TimeFormatter)
        1    0.000    0.000    0.000    0.000 accessors.py:290(CombinedDatetimelikeProperties)
        1    0.000    0.000    0.000    0.000 format.py:1144(Datetime64Formatter)
        1    0.000    0.000    0.000    0.000 format.py:1330(Timedelta64Formatter)
        1    0.000    0.000    0.000    0.000 zipfile.py:47(LargeZipFile)
        3    0.000    0.000    0.000    0.000 construction.py:210(<listcomp>)
        2    0.000    0.000    0.000    0.000 managers.py:1041(value_getitem)
        1    0.000    0.000    0.000    0.000 blocks.py:1939(ObjectValuesExtensionBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:1957(FloatOrComplexBlock)
        1    0.000    0.000    0.000    0.000 indexing.py:40(_IndexSlice)
        1    0.000    0.000    0.000    0.000 indexing.py:2290(_AtIndexer)
        1    0.000    0.000    0.000    0.000 numeric.py:167(IntegerIndex)
        3    0.000    0.000    0.000    0.000 numeric.py:193(inferred_type)
        1    0.000    0.000    0.000    0.000 multi.py:42(MultiIndexUIntEngine)
        1    0.000    0.000    0.000    0.000 _doctools.py:168(_WritableDoc)
        1    0.000    0.000    0.000    0.000 base.py:144(InvalidIndexError)
        1    0.000    0.000    0.000    0.000 frequencies.py:473(_TimedeltaFrequencyInferer)
        1    0.000    0.000    0.000    0.000 offsets.py:414(_CustomMixin)
        1    0.000    0.000    0.000    0.000 offsets.py:941(MonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:949(MonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1240(SemiMonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1648(BQuarterEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1664(BQuarterBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1673(QuarterEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1754(BYearEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1783(YearBegin)
        1    0.000    0.000    0.000    0.000 base.py:162(DataError)
        1    0.000    0.000    0.000    0.000 base.py:166(SpecificationError)
        1    0.000    0.000    0.000    0.000 nanops.py:47(set_use_bottleneck)
        6    0.000    0.000    0.000    0.000 nanops.py:91(__init__)
        1    0.000    0.000    0.000    0.000 nanops.py:89(bottleneck_switch)
        1    0.000    0.000    0.000    0.000 algorithms.py:1073(SelectNSeries)
        1    0.000    0.000    0.000    0.000 common.py:30(SettingWithCopyWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:16(UnsupportedFunctionCall)
        1    0.000    0.000    0.000    0.000 __init__.py:23(UnsortedIndexError)
        1    0.000    0.000    0.000    0.000 __init__.py:32(ParserError)
        1    0.000    0.000    0.000    0.000 __init__.py:38(DtypeWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:96(EmptyDataError)
        1    0.000    0.000    0.000    0.000 __init__.py:103(ParserWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:151(NullFrequencyError)
        1    0.000    0.000    0.000    0.000 __init__.py:159(AccessorRegistrationWarning)
        1    0.000    0.000    0.000    0.000 _decorators.py:283(Appender)
        1    0.000    0.000    0.000    0.000 dtypes.py:166(CategoricalDtypeType)
        1    0.000    0.000    0.000    0.000 errors.py:8(UnsupportedGEOSVersionError)
        1    0.000    0.000    0.000    0.000 errors.py:12(ReadingError)
        1    0.000    0.000    0.000    0.000 errors.py:16(WKBReadingError)
        1    0.000    0.000    0.000    0.000 errors.py:24(DimensionError)
        1    0.000    0.000    0.000    0.000 errors.py:28(TopologicalError)
        1    0.000    0.000    0.000    0.000 errors.py:32(PredicateError)
        1    0.000    0.000    0.000    0.000 topology.py:14(Validating)
        1    0.000    0.000    0.000    0.000 topology.py:23(Delegating)
        1    0.000    0.000    0.000    0.000 topology.py:52(UnaryRealProperty)
        1    0.000    0.000    0.000    0.000 topology.py:61(BinaryTopologicalOp)
        1    0.000    0.000    0.000    0.000 coords.py:161(__init__)
        1    0.000    0.000    0.000    0.000 coords.py:159(BoundsOp)
        4    0.000    0.000    0.000    0.000 geos.py:164(<genexpr>)
        1    0.000    0.000    0.000    0.000 geos.py:741(LGEOS311)
        1    0.000    0.000    0.000    0.000 geos.py:751(LGEOS320)
        1    0.000    0.000    0.000    0.000 geos.py:817(LGEOS340)
        1    0.000    0.000    0.000    0.000 ctypes_declarations.py:18(allocated_c_char_p)
        1    0.000    0.000    0.000    0.000 filedialog.py:297(_Dialog)
        1    0.000    0.000    0.000    0.000 filedialog.py:325(Open)
        1    0.000    0.000    0.000    0.000 filedialog.py:344(SaveAs)
        5    0.000    0.000    0.000    0.000 windowing.py:23(SetForegroundWindow)
        1    0.000    0.000    0.000    0.000 windowing.py:26(FocusManager)
        1    0.000    0.000    0.000    0.000 backend_managers.py:18(ToolEvent)
        1    0.000    0.000    0.000    0.000 {method 'splitlist' of '_tkinter.tkapp' objects}
        1    0.000    0.000    0.000    0.000 {method 'interpaddr' of '_tkinter.tkapp' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:2962(Menubutton)
        1    0.000    0.000    0.000    0.000 __init__.py:2967(Message)
        1    0.000    0.000    0.000    0.000 __init__.py:3433(_setit)
        1    0.000    0.000    0.000    0.000 __init__.py:3602(BitmapImage)
        1    0.000    0.000    0.000    0.000 __init__.py:2313(Widget)
        1    0.000    0.000    0.000    0.000 __init__.py:2728(Frame)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:865(SetCursorTk)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:956(SaveFigureTk)
        1    0.000    0.000    0.000    0.000 geo.py:470(InvertedMollweideTransform)
        4    0.000    0.000    0.000    0.000 scale.py:48(limit_range_for_scale)
        1    0.000    0.000    0.000    0.000 scale.py:132(InvertedLog10Transform)
        1    0.000    0.000    0.000    0.000 scale.py:160(InvertedNaturalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:176(InvertedLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:442(LogitTransform)
        1    0.000    0.000    0.000    0.000 scale.py:466(LogisticTransform)
        2    0.000    0.000    0.000    0.000 _base.py:1245(get_aspect)
        2    0.000    0.000    0.000    0.000 _base.py:2084(use_sticky_edges)
        4    0.000    0.000    0.000    0.000 _base.py:2288(handle_single_axis)
        2    0.000    0.000    0.000    0.000 _base.py:2353(_get_axis_list)
        1    0.000    0.000    0.000    0.000 _base.py:3580(set_navigate_mode)
        1    0.000    0.000    0.000    0.000 axis.py:623(Ticker)
        1    0.000    0.000    0.000    0.000 trifinder.py:11(TriFinder)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1087(_DOF_estimator_user)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1180(_DOF_estimator_min_E)
        1    0.000    0.000    0.000    0.000 trirefine.py:14(TriRefiner)
        1    0.000    0.000    0.000    0.000 container.py:116(ErrorbarContainer)
        1    0.000    0.000    0.000    0.000 legend_handler.py:135(HandlerNpoints)
        1    0.000    0.000    0.000    0.000 legend_handler.py:289(HandlerRegularPolyCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:377(HandlerCircleCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:389(HandlerErrorbar)
        1    0.000    0.000    0.000    0.000 legend_handler.py:566(HandlerTuple)
        1    0.000    0.000    0.000    0.000 streamplot.py:405(InvalidIndexError)
        1    0.000    0.000    0.000    0.000 offsetbox.py:286(PackerBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1222(AnchoredText)
        1    0.000    0.000    0.000    0.000 _factories.py:23(_TzOffsetFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:50(_TzStrFactory)
        1    0.000    0.000    0.000    0.000 _parser.py:664(_result)
        1    0.000    0.000    0.000    0.000 _parser.py:1578(UnknownTimezoneWarning)
        1    0.000    0.000    0.000    0.000 rrule.py:66(weekday)
        4    0.000    0.000    0.000    0.000 rrule.py:80(_invalidates_cache)
        1    0.000    0.000    0.000    0.000 __init__.py:16(DeprecatedTzFormatWarning)
        1    0.000    0.000    0.000    0.000 tz.py:1150(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 _subplots.py:101(get_subplotspec)
        1    0.000    0.000    0.000    0.000 category.py:78(StrCategoryLocator)
        2    0.000    0.000    0.000    0.000 figure.py:441(get_tight_layout)
        1    0.000    0.000    0.000    0.000 backend_tools.py:711(ViewsPositionsBase)
